"FT031" "LD" "2" 52
"FT032" "LD" "2" 64
"FT033" "LD" "2" 63
"FT034" "LD" "2" 56
"FT036" "LD" "2" 57
"FT038" "LD" "2" 59
"FT039" "LD" "2" 51
"FT041" "LD" "2" 48
"FT042" "LD" "2" 61
"FT045" "LD" "2" 54
"FT048" "LD" "2" 60
"FT049" "LD" "2" 54
"FT051" "LD" "2" 55
"FT052" "LD" "2" 60
"FT054" "LD" "2" 66
"FT056" "LD" "2" 62
"FT057" "LD" "2" 51
"FT058" "LD" "2" 60
"FT061" "LD" "2" 52
"FT064" "LD" "2" 67
"FT065" "LD" "2" 52
"FT066" "LD" "2" 52
"FT069" "LD" "2" 61
"FT070" "LD" "2" 50
"FT072" "LD" "2" 60
"FT074" "LD" "2" 54
"FT076" "LD" "2" 64
"FT078" "LD" "2" 67
"FT079" "LD" "2" 65
"FT080" "LD" "2" 60
"FT081" "LD" "2" 62
"FT082" "LD" "2" 69
"FT084" "LD" "2" 60
"FT085" "LD" "2" 65
"FT087" "LD" "2" 59
"FT088" "LD" "2" 60
"FT089" "LD" "2" 62
"FT091" "LD" "2" 51
"FT092" "LD" "2" 46
"FT094" "LD" "2" 64
"FT095" "LD" "2" 76
"FT097" "LD" "2" 59
"FT098" "LD" "2" 64
"FT099" "LD" "2" 63
"FT102" "LD" "2" 63
"FT103" "LD" "2" 54
"FT104" "LD" "2" 56
"FT105" "LD" "2" 60
"FT108" "LD" "2" 50
"FT110" "LD" "2" 64
"FT112" "LD" "2" 62
"FT114" "LD" "2" 68
"FT115" "LD" "2" 50
"FT116" "LD" "2" 64
"FT117" "LD" "2" 60
"FT118" "LD" "2" 64
"FT119" "LD" "2" 62
"FT120" "LD" "2" 54
"FT122" "LD" "2" 54
"FT124" "LD" "2" 63
"FT125" "LD" "2" 61
"FT126" "LD" "2" 66
"FT127" "LD" "2" 73
"FT128" "LD" "2" 61
"FT129" "LD" "2" 78
"FT130" "LD" "2" 60
"FT132" "LD" "2" 59
"FT133" "LD" "2" 52
"FT134" "LD" "2" 52
"FT136" "LD" "2" 49
"FT137" "LD" "2" 65
"FT138" "LD" "2" 52
"FT140" "LD" "2" 57
"FT141" "LD" "2" 54
"FT144" "LD" "2" 63
"FT146" "LD" "2" 52
"FT148" "LD" "2" 63
"FT149" "LD" "2" 52
"FT150" "LD" "2" 51
"FT152" "LD" "2" 56
"FT154" "LD" "2" 60
"FT155" "LD" "2" 59
"FT156" "LD" "2" 62
"FT158" "LD" "2" 79
"FT159" "LD" "2" 54
"FT160" "LD" "2" 75
"FT161" "LD" "2" 54
"FT162" "LD" "2" 62
"FT164" "LD" "2" 63
"FT167" "LD" "2" 63
"FT168" "LD" "2" 61
"FT169" "LD" "2" 62
"FT170" "LD" "2" 76
"FT171" "LD" "2" 64
"FT172" "LD" "2" 77
"FT173" "LD" "2" 77
"FT174" "LD" "2" 75
"FT175" "LD" "2" 66
"FT177" "LD" "2" 65
"FT178" "LD" "2" 67
"FT179" "LD" "2" 62
"FT180" "LD" "2" 61
"FT181" "LD" "2" 71
